26.71, 89.84
88.69, 183.36
26.72, 91.16
9.98, 44.37
3.17, 20.32
47.09, 303.30
9.99, 43.98
3.18, 20.20
26.73, 87.61
3.19, 20.30
26.74, 88.71
26.75, 87.92
26.76, 93.80
26.77, 71.73
26.78, 87.68
85.10, 376.59
26.79, 96.91
85.30, 502.55
85.50, 241.54
85.70, 486.40
85.80, 844.83
85.90, 390.67
30.51, 101.30
30.52, 117.74
16.11, 60.93
30.53, 117.01
16.12, 63.73
30.54, 104.01
16.13, 62.86
30.55, 101.65
16.14, 62.73
30.56, 106.62
16.15, 63.77
30.57, 76.61
16.16, 62.70
30.58, 114.61
16.17, 64.19
30.59, 120.74
16.18, 62.67
16.19, 62.49
47.11, 289.04
47.12, 223.67
3.21, 20.45
3.22, 20.35
3.23, 20.38
3.24, 20.30
47.16, 216.92
3.25, 20.46
47.17, 344.30
3.26, 20.46
26.81, 84.97
3.27, 20.49
26.82, 89.71
20.01, 72.07
3.28, 20.59
26.83, 102.54
20.02, 72.40
3.29, 20.62
26.84, 84.36
20.03, 70.04
26.85, 79.75
20.04, 70.63
26.86, 91.92
20.05, 71.13
26.87, 94.43
20.06, 71.82
26.88, 107.57
20.07, 70.78
26.89, 95.74
20.08, 72.09
20.09, 70.98
33.00, 133.25
33.10, 129.94
33.20, 111.79
33.30, 129.73
33.40, 122.43
33.50, 144.53
33.60, 163.13
33.70, 137.59
33.80, 150.57
33.90, 144.99
30.61, 118.03
30.62, 118.01
16.21, 63.83
57.83, 309.80
51.02, 137.80
30.63, 70.69
16.22, 64.01
30.64, 96.76
16.23, 63.93
57.85, 247.54
51.04, 175.42
30.65, 118.48
16.24, 63.92
30.66, 97.75
16.25, 65.28
30.67, 141.32
16.26, 64.23
30.68, 120.15
16.27, 65.43
51.08, 232.42
30.69, 95.16
16.28, 65.95
16.29, 66.36
61.61, 122.80
88.83, 230.30
3.31, 20.61
3.32, 20.62
47.24, 244.90
3.33, 20.80
3.34, 20.57
47.26, 154.70
3.35, 20.53
3.36, 20.69
26.91, 108.96
26.92, 95.19
3.37, 20.75
20.11, 69.23
3.38, 20.85
26.93, 89.86
20.12, 70.26
26.94, 98.65
3.39, 20.87
20.13, 71.20
26.95, 82.96
20.14, 70.78
26.96, 92.30
20.15, 71.36
26.97, 98.02
20.16, 71.79
26.98, 83.70
20.17, 71.21
26.99, 96.25
20.18, 70.18
20.19, 69.85
30.71, 103.97
30.72, 109.37
16.31, 64.90
72.00, 371.04
30.73, 128.57
16.32, 67.21
30.74, 94.63
16.33, 65.42
51.13, 256.54
30.75, 114.30
16.34, 64.57
51.15, 255.50
30.76, 97.13
16.35, 64.62
30.77, 79.44
16.36, 64.62
30.78, 116.55
16.37, 64.74
51.17, 248.30
30.79, 59.80
16.38, 63.49
72.70, 760.02
16.39, 65.72
61.71, 325.04
61.72, 184.30
3.41, 20.90
3.42, 20.93
47.34, 121.80
3.43, 20.93
3.44, 21.01
3.45, 21.22
61.78, 253.54
3.46, 21.05
20.21, 69.03
3.47, 21.09
20.22, 70.73
3.48, 21.25
20.23, 70.02
3.49, 21.32
20.24, 72.59
20.25, 72.42
20.26, 74.38
20.27, 73.61
20.28, 71.67
20.29, 72.73
30.81, 100.46
16.41, 66.86
30.83, 160.80
16.42, 65.50
30.84, 180.04
16.43, 64.32
30.85, 123.11
16.44, 66.06
30.86, 72.47
16.45, 65.62
30.87, 91.92
16.46, 65.72
30.88, 79.30
16.47, 66.01
30.89, 149.17
16.48, 65.23
16.49, 66.08
20.00, 71.32
20.10, 70.99
20.20, 70.40
20.30, 71.54
20.40, 70.96
20.50, 71.00
20.60, 70.94
20.70, 70.35
20.80, 69.94
20.90, 71.21
47.41, 250.90
61.82, 318.30
3.51, 21.36
47.43, 359.45
3.52, 21.25
3.53, 21.36
3.54, 21.32
3.55, 21.27
3.56, 21.43
3.57, 21.51
20.31, 70.05
3.58, 21.44
20.32, 70.15
3.59, 21.56
20.33, 73.14
20.34, 70.97
20.35, 71.00
20.36, 71.49
20.37, 71.68
20.38, 70.46
20.39, 70.35
30.91, 86.30
30.92, 80.12
16.51, 66.99
51.32, 230.11
30.93, 135.30
16.52, 66.99
30.94, 143.76
16.53, 67.11
30.95, 146.41
16.54, 65.96
30.96, 176.18
16.55, 66.18
30.97, 95.46
16.56, 67.77
30.98, 108.90
16.57, 66.66
30.99, 107.63
16.58, 65.46
16.59, 67.52
47.51, 240.96
3.61, 21.62
61.94, 219.04
3.62, 21.68
3.63, 21.49
3.64, 21.74
47.56, 150.04
3.65, 21.65
3.66, 21.72
3.67, 21.86
20.41, 72.43
3.68, 21.69
20.42, 70.85
3.69, 21.83
20.43, 72.52
20.44, 70.45
20.45, 73.12
20.46, 71.73
20.47, 71.59
20.48, 70.82
20.49, 70.44
51.41, 252.36
16.61, 67.17
37.01, 141.79
16.62, 66.69
37.02, 173.45
16.63, 66.62
37.03, 159.58
16.64, 67.67
37.04, 55.30
16.65, 67.35
51.46, 354.36
16.66, 65.48
37.06, 163.09
16.67, 66.01
16.68, 67.82
37.08, 134.45
16.69, 68.37
37.09, 151.68
38.00, 167.33
38.10, 175.33
38.20, 102.88
38.30, 165.21
38.40, 175.54
38.50, 160.68
38.60, 156.32
38.70, 157.82
38.80, 139.00
38.90, 145.61
3.71, 21.87
3.72, 21.80
3.73, 22.08
3.74, 21.93
3.75, 22.11
47.67, 250.30
3.76, 21.99
47.68, 123.36
82.48, 335.54
3.77, 22.16
20.51, 71.17
3.78, 22.24
20.52, 71.22
3.79, 21.96
20.53, 71.84
20.54, 70.55
20.55, 71.78
20.56, 71.86
20.57, 73.77
20.58, 72.75
20.59, 72.32
51.51, 306.92
16.71, 66.89
